Iteration,Qc, Qd, Qc, Qd
1,1.1,1.0,1.1,1.0
2,1.1949999999999998,1.0,1.1949999999999998,1.0
3,1.28525,1.0,1.28525,1.0
4,1.3709875,1.0,1.3709875,1.0
5,1.452438125,1.0,1.452438125,1.0
6,1.5298162187500002,1.0,1.5298162187500002,1.0
7,1.6033254078125,1.0,1.6033254078125,1.0
8,1.6731591374218748,1.0,1.6731591374218748,1.0
9,1.7395011805507812,1.0,1.7395011805507812,1.0
10,1.802526121523242,1.0,1.802526121523242,1.0
11,1.9623998154470799,1.0,1.802526121523242,0.95
12,2.014279824674726,1.0,1.86239981544708,0.95
13,2.0635658334409896,1.0,1.9192798246747258,0.95
14,2.11038754176894,1.0,1.9733158334409895,0.95
15,2.154868164680493,1.0,2.02465004176894,0.95
16,2.1971247564464678,1.0,2.0734175396804932,0.95
17,2.2372685186241443,1.0,2.1197466626964685,0.95
18,2.275405092692937,1.0,2.163759329561645,0.95
19,2.31163483805829,1.0,2.2055713630835623,0.95
20,2.346053096155375,1.0,2.245292794929384,0.95
21,2.346053096155375,0.95,2.383028155182915,0.95
22,2.378750441347606,0.95,2.413876747423769,0.95
23,2.409812919280226,0.95,2.44318291005258,0.95
24,2.4393222733162143,0.95,2.471023764549951,0.95
25,2.4673561596504032,0.95,2.4974725763224535,0.95
26,2.4939883516678827,0.95,2.5225989475063306,0.95
27,2.5192889340844884,0.95,2.546469000131014,0.95
28,2.543324487380264,0.95,2.569145550124463,0.95
29,2.5661582630112503,0.95,2.5906882726182396,0.95
30,2.5878503498606875,0.95,2.6111538589873273,0.95
31,2.608457832367653,0.95,2.630596166037961,0.95
32,2.62803494074927,0.95,2.6490663577360625,0.95
33,2.646633193711806,0.95,2.6666130398492593,0.95
34,2.764301534026216,0.95,2.6666130398492593,0.9025
35,2.776086457324905,0.95,2.683282387856796,0.9025
36,2.7872821344586596,0.95,2.6991182684639563,0.9025
37,2.7979180277357263,0.95,2.714162355040758,0.9025
38,2.8080221263489396,0.95,2.72845423728872,0.9025
39,2.8176210200314924,0.95,2.7420315254242835,0.9025
40,2.8267399690299175,0.95,2.754929949153069,0.9025
41,2.8354029705784214,0.95,2.7671834516954155,0.9025
42,2.8436328220495,0.95,2.7788242791106446,0.9025
43,2.851451180947025,0.95,2.789883065155112,0.9025
44,2.851451180947025,0.9025,2.9003889118973563,0.9025
